File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF601WHE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DZW	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF863XTX/, /files/ENCFF071BUP/, /files/ENCFF042LWY/, /files/ENCFF683ICJ/, /files/ENCFF509RPI/, /files/ENCFF356LFX/, /files/ENCFF278NPZ/	108982	ENCODE Processing Pipeline	f880bb724a2c733692d05e2d5ba117a0		https://www.encodeproject.org/files/ENCFF601WHE/@@download/ENCFF601WHE.bed.gz				released	s3://encode-public/2021/01/08/f80718ac-f06d-4909-9b0e-b16b452aefdc/ENCFF601WHE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/f80718ac-f06d-4909-9b0e-b16b452aefdc/ENCFF601WHE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF768MIX	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DZW	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF601WHE/	224928	ENCODE Processing Pipeline	1682785aa226aa3959496c50bf27ad11		https://www.encodeproject.org/files/ENCFF768MIX/@@download/ENCFF768MIX.bigBed				released	s3://encode-public/2021/01/08/00bff49f-49d9-468d-a728-e2c67f474bf8/ENCFF768MIX.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/08/00bff49f-49d9-468d-a728-e2c67f474bf8/ENCFF768MIX.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF855OKP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECZ	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										GTF2F1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF989ZLF/, /files/ENCFF584JAI/, /files/ENCFF963EPZ/, /files/ENCFF356LFX/	295147	ENCODE Processing Pipeline	0708c56bd3d011ae96cd1e093daa5a38		https://www.encodeproject.org/files/ENCFF855OKP/@@download/ENCFF855OKP.bed.gz				released	s3://encode-public/2020/12/11/9e5ad5fd-a8d4-4a4a-8700-bdd0e8440058/ENCFF855OKP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/9e5ad5fd-a8d4-4a4a-8700-bdd0e8440058/ENCFF855OKP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth, borderline replicate concordance		
ENCFF868VGE	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECZ	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										GTF2F1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF855OKP/	604394	ENCODE Processing Pipeline	141b02ccee487df1c7d3f45d5e88bcf5		https://www.encodeproject.org/files/ENCFF868VGE/@@download/ENCFF868VGE.bigBed				released	s3://encode-public/2020/12/11/082faa5e-d3ab-461e-8782-8c140ea50269/ENCFF868VGE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/082faa5e-d3ab-461e-8782-8c140ea50269/ENCFF868VGE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth, borderline replicate concordance		
ENCFF087DKT	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR724GSW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SAFB2-human	DNA			SDS	formaldehyde		2018-01-26	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF041ZBZ/, /files/ENCFF419RSJ/, /files/ENCFF613RZP/, /files/ENCFF205ESY/	1596	ENCODE Processing Pipeline	aaa4cd7a511a2274573a57a5586295e8		https://www.encodeproject.org/files/ENCFF087DKT/@@download/ENCFF087DKT.bed.gz				released	s3://encode-public/2018/01/23/95c01e85-bfd3-406d-882e-4c4568e0b079/ENCFF087DKT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/01/23/95c01e85-bfd3-406d-882e-4c4568e0b079/ENCFF087DKT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	low read length, borderline replicate concordance, low read depth, moderate library complexity	severe bottlenecking	
ENCFF548GKJ	bigBed narrowPeak	bigBed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR724GSW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SAFB2-human	DNA			SDS	formaldehyde		2018-01-26	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF087DKT/	78556	ENCODE Processing Pipeline	03b1d3bc23da0098d9c57392fd2398a4		https://www.encodeproject.org/files/ENCFF548GKJ/@@download/ENCFF548GKJ.bigBed				released	s3://encode-public/2018/01/23/882abf8f-0397-415e-9f72-af2257ee0ec7/ENCFF548GKJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2018/01/23/882abf8f-0397-415e-9f72-af2257ee0ec7/ENCFF548GKJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	low read length, borderline replicate concordance, low read depth, moderate library complexity	severe bottlenecking	
ENCFF176MDV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR724GSW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SAFB2-human	DNA			SDS	formaldehyde		2018-01-26	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF087LXB/, /files/ENCFF356LFX/, /files/ENCFF740BBY/, /files/ENCFF470OWW/, /files/ENCFF742YBS/	1318	ENCODE Processing Pipeline	1b627468245ad9b695e22851dde69235		https://www.encodeproject.org/files/ENCFF176MDV/@@download/ENCFF176MDV.bed.gz				released	s3://encode-public/2020/12/03/6ab05717-391c-44a0-afa6-a20c30be0814/ENCFF176MDV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/6ab05717-391c-44a0-afa6-a20c30be0814/ENCFF176MDV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, borderline replicate concordance, low read depth, moderate library complexity	severe bottlenecking	
ENCFF677BIM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR724GSW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SAFB2-human	DNA			SDS	formaldehyde		2018-01-26	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF176MDV/	23889	ENCODE Processing Pipeline	529325b2e0cbf0bd31ac2a3e785cc064		https://www.encodeproject.org/files/ENCFF677BIM/@@download/ENCFF677BIM.bigBed				released	s3://encode-public/2020/12/03/56820569-2d21-413a-bc4b-321c958450a1/ENCFF677BIM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/56820569-2d21-413a-bc4b-321c958450a1/ENCFF677BIM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, borderline replicate concordance, low read depth, moderate library complexity	severe bottlenecking	
ENCFF787GZD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZBTB33-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF875HPK/, /files/ENCFF093PHU/, /files/ENCFF818OGT/, /files/ENCFF527WLW/, /files/ENCFF356LFX/	46199	ENCODE Processing Pipeline	c633aba44ab9e0caf255c5a858c743d4		https://www.encodeproject.org/files/ENCFF787GZD/@@download/ENCFF787GZD.bed.gz				released	s3://encode-public/2020/12/11/c950ee2b-e5d6-42ca-9b41-559f825a67e3/ENCFF787GZD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/c950ee2b-e5d6-42ca-9b41-559f825a67e3/ENCFF787GZD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF339WCT	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZBTB33-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF787GZD/	138599	ENCODE Processing Pipeline	87213f89d1a52ed431c99c95190df0c0		https://www.encodeproject.org/files/ENCFF339WCT/@@download/ENCFF339WCT.bigBed				released	s3://encode-public/2020/12/11/d7cb91a7-aa13-464e-aff6-4a9fe8361dea/ENCFF339WCT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/d7cb91a7-aa13-464e-aff6-4a9fe8361dea/ENCFF339WCT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF736JDF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EVW	TF ChIP-seq	/human-donors/ENCDO076ZHN/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF779UZG/, /files/ENCFF643TKC/, /files/ENCFF543KEZ/	495342	ENCODE Processing Pipeline	769c69c4a00f741d50bee7a1c0f6b337		https://www.encodeproject.org/files/ENCFF736JDF/@@download/ENCFF736JDF.bed.gz				released	s3://encode-public/2021/02/12/7806364e-99ed-4458-9ad5-4741f8e6e5e0/ENCFF736JDF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/12/7806364e-99ed-4458-9ad5-4741f8e6e5e0/ENCFF736JDF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.0 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity, mixed read lengths	insufficient read length, insufficient read depth	
ENCFF148NLK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EVW	TF ChIP-seq	/human-donors/ENCDO076ZHN/	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										GATA2-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF736JDF/	1031127	ENCODE Processing Pipeline	d34637e55014defcabd5aa9026554154		https://www.encodeproject.org/files/ENCFF148NLK/@@download/ENCFF148NLK.bigBed				released	s3://encode-public/2021/02/12/95b3b4ae-ebf6-4370-9a43-55ec85a9cec0/ENCFF148NLK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/12/95b3b4ae-ebf6-4370-9a43-55ec85a9cec0/ENCFF148NLK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.0 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity, mixed read lengths	insufficient read length, insufficient read depth	
ENCFF172CRL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EVY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TRIM28-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF457DER/, /files/ENCFF355LXQ/, /files/ENCFF963SSX/, /files/ENCFF356LFX/	123775	ENCODE Processing Pipeline	76ceef95cf4cb964caf72758da387d98		https://www.encodeproject.org/files/ENCFF172CRL/@@download/ENCFF172CRL.bed.gz				released	s3://encode-public/2020/12/12/1f1f443e-cc1c-408d-9e0c-0f1da657b248/ENCFF172CRL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/1f1f443e-cc1c-408d-9e0c-0f1da657b248/ENCFF172CRL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking, mixed read lengths	insufficient read length, insufficient read depth	
ENCFF671NCI	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EVY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TRIM28-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF172CRL/	352415	ENCODE Processing Pipeline	42945d299f35adae39713094cc24e4f2		https://www.encodeproject.org/files/ENCFF671NCI/@@download/ENCFF671NCI.bigBed				released	s3://encode-public/2020/12/12/f1281a0a-871c-408e-ac97-a626efe52e3e/ENCFF671NCI.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/f1281a0a-871c-408e-ac97-a626efe52e3e/ENCFF671NCI.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth, mild to moderate bottlenecking, mixed read lengths	insufficient read length, insufficient read depth	
ENCFF313RPK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EDL	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										SMARCC2-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF253UAA/	187732	ENCODE Processing Pipeline	3c1f23ecb6037f9fcc3703dab3df5305		https://www.encodeproject.org/files/ENCFF313RPK/@@download/ENCFF313RPK.bigBed				released	s3://encode-public/2020/12/10/e864157d-9024-4797-8979-252cb01d34d9/ENCFF313RPK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/e864157d-9024-4797-8979-252cb01d34d9/ENCFF313RPK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read length, insufficient read depth	
ENCFF253UAA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EDL	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										SMARCC2-human	DNA						2011-10-29	ENCODE		see document		1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF022SZY/, /files/ENCFF356LFX/, /files/ENCFF202ILI/, /files/ENCFF485JQN/, /files/ENCFF191JJZ/, /files/ENCFF439SBY/	73709	ENCODE Processing Pipeline	9e2e8f95e91a1945c624b08921e6e054		https://www.encodeproject.org/files/ENCFF253UAA/@@download/ENCFF253UAA.bed.gz				released	s3://encode-public/2020/12/10/edcce2b7-12a9-4576-8a20-08cf4cbe8b27/ENCFF253UAA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/edcce2b7-12a9-4576-8a20-08cf4cbe8b27/ENCFF253UAA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read length, insufficient read depth	
ENCFF545DCW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR634WRC	TF ChIP-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84450/'], '@type': ['Target', 'Item'], 'name': 'ZNF512-human', 'label': 'ZNF512', '@id': '/targets/ZNF512-human/', 'title': 'ZNF512 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '42a83bbd-d316-4a1a-8269-72b564b16738', 'status': 'released'}				ZNF512-human	DNA				formaldehyde		2022-09-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF389NGF/, /files/ENCFF402KRO/, /files/ENCFF511TXU/	109924	ENCODE Processing Pipeline	5bb37647ceb90f2ffd1c305a80186292		https://www.encodeproject.org/files/ENCFF545DCW/@@download/ENCFF545DCW.bed.gz				released	s3://encode-public/2022/09/03/a2bb9753-7586-428d-a721-a197f554cf28/ENCFF545DCW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/a2bb9753-7586-428d-a721-a197f554cf28/ENCFF545DCW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF086TTM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR634WRC	TF ChIP-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84450/'], '@type': ['Target', 'Item'], 'name': 'ZNF512-human', 'label': 'ZNF512', '@id': '/targets/ZNF512-human/', 'title': 'ZNF512 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '42a83bbd-d316-4a1a-8269-72b564b16738', 'status': 'released'}				ZNF512-human	DNA				formaldehyde		2022-09-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF545DCW/	264776	ENCODE Processing Pipeline	372aa6a240c6803d1e4df216d65f24d7		https://www.encodeproject.org/files/ENCFF086TTM/@@download/ENCFF086TTM.bigBed				released	s3://encode-public/2022/09/03/cb46f238-4ffe-4034-812b-f367d4ad7e9c/ENCFF086TTM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/09/03/cb46f238-4ffe-4034-812b-f367d4ad7e9c/ENCFF086TTM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF522HZT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CBX8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF420ARY/, /files/ENCFF702HIC/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF400TMS/	76380	ENCODE Processing Pipeline	49ec8361261cf4047f0804bfff354a05		https://www.encodeproject.org/files/ENCFF522HZT/@@download/ENCFF522HZT.bed.gz				released	s3://encode-public/2021/01/07/42310e87-3e57-44c1-b917-4f55542e84fc/ENCFF522HZT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/07/42310e87-3e57-44c1-b917-4f55542e84fc/ENCFF522HZT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, borderline replicate concordance, inconsistent platforms, control low read depth, mild to moderate bottlenecking, mixed run types, low read depth, moderate library complexity, mixed read lengths	poor library complexity, severe bottlenecking	extremely low read depth
ENCFF485TBL	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATW	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CBX8-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF522HZT/	245622	ENCODE Processing Pipeline	31291514917f71dec445a829969c18ca		https://www.encodeproject.org/files/ENCFF485TBL/@@download/ENCFF485TBL.bigBed				released	s3://encode-public/2021/01/07/2b15ad42-e793-40f1-a7fd-c7845e00ab6f/ENCFF485TBL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/01/07/2b15ad42-e793-40f1-a7fd-c7845e00ab6f/ENCFF485TBL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, borderline replicate concordance, inconsistent platforms, control low read depth, mild to moderate bottlenecking, mixed run types, low read depth, moderate library complexity, mixed read lengths	poor library complexity, severe bottlenecking	extremely low read depth
ENCFF532VPN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CREBBP-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF226FKB/, /files/ENCFF211DSN/, /files/ENCFF420ARY/, /files/ENCFF666YXZ/, /files/ENCFF356LFX/	13924	ENCODE Processing Pipeline	1303ae8e875e1334ba083f640bdb00ce		https://www.encodeproject.org/files/ENCFF532VPN/@@download/ENCFF532VPN.bed.gz				released	s3://encode-public/2020/12/10/1e6211b6-67e0-4fc4-99cb-5b7d08e9ee4e/ENCFF532VPN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/1e6211b6-67e0-4fc4-99cb-5b7d08e9ee4e/ENCFF532VPN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, control low read depth, mild to moderate bottlenecking, low read depth		
ENCFF840MQN	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CREBBP-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF532VPN/	73916	ENCODE Processing Pipeline	ed2641608bd18ded7d73da04e973fced		https://www.encodeproject.org/files/ENCFF840MQN/@@download/ENCFF840MQN.bigBed				released	s3://encode-public/2020/12/10/b1433d64-d9f6-476d-9ed6-8bec3408b553/ENCFF840MQN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/b1433d64-d9f6-476d-9ed6-8bec3408b553/ENCFF840MQN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms, control low read depth, mild to moderate bottlenecking, low read depth		
ENCFF745YRF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR898XQZ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4841/'], '@type': ['Target', 'Item'], 'name': 'NONO-human', 'label': 'NONO', '@id': '/targets/NONO-human/', 'title': 'NONO (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0c782976-c8df-4c9c-a23e-a0aedfdc313b', 'status': 'released'}				NONO-human	DNA				formaldehyde		2022-08-15	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF739OZT/, /files/ENCFF008JVL/, /files/ENCFF182KAJ/, /files/ENCFF356LFX/	521876	ENCODE Processing Pipeline	e10a028fa0f0118ccad33a98238ff8f3		https://www.encodeproject.org/files/ENCFF745YRF/@@download/ENCFF745YRF.bed.gz				released	s3://encode-public/2022/07/23/622994b0-e369-4d66-a84b-c8e3da5288ea/ENCFF745YRF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/23/622994b0-e369-4d66-a84b-c8e3da5288ea/ENCFF745YRF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking, moderate library complexity		
